Pg1_MW,Start_V1,Start_V2,Start_V3,Best_V1,Best_V2,Best_V3,Final_Loss,Epochs,Compute_Time,IpoptOk
268.6868686868687,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
269.19191919191917,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
269.6969696969697,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
270.2020202020202,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
270.7070707070707,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
271.2121212121212,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
271.7171717171717,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
272.22222222222223,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
272.72727272727275,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
273.2323232323232,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
273.73737373737373,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
274.24242424242425,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
274.74747474747477,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
275.25252525252523,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
275.75757575757575,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
276.26262626262627,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
276.7676767676768,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
277.27272727272725,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
277.77777777777777,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
278.2828282828283,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
278.7878787878788,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
279.2929292929293,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
279.7979797979798,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
280.3030303030303,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
280.80808080808083,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
281.3131313131313,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
281.8181818181818,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
282.32323232323233,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
282.82828282828285,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
283.3333333333333,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
283.83838383838383,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
284.34343434343435,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
284.8484848484849,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
285.35353535353534,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
285.85858585858585,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
286.3636363636364,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
286.8686868686869,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
287.37373737373736,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
287.8787878787879,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
288.3838383838384,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
288.8888888888889,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
289.3939393939394,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
289.8989898989899,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
290.4040404040404,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
290.90909090909093,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
291.4141414141414,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
291.9191919191919,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
292.42424242424244,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
292.92929292929296,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
293.4343434343434,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
293.93939393939394,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
294.44444444444446,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
294.949494949495,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
295.45454545454544,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
295.95959595959596,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
296.4646464646465,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
296.969696969697,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
297.47474747474746,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
297.979797979798,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
298.4848484848485,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
298.98989898989896,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
299.4949494949495,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
300.0,0.9500,0.9500,0.9500,0,0,0,inf,0,0.00,0
