PG1,PG2,PG3,QG1,QG2,QG3,Vm1,Vm2,Vm3,Va1_deg,Va2_deg,Va3_deg,Ploss_MW,load_factor
502.000000,10.000000,0.000000,241.505084,125.728201,161.866092,1.099993,1.099983,1.099979,0.000000,-82.541911,-72.711983,39.500000,1.500000
502.500000,10.000000,0.000000,245.104111,127.144419,163.652389,1.099718,1.098117,1.098218,0.000000,-83.239903,-73.336116,40.000000,1.500000
503.500000,10.000000,0.000000,251.078449,129.999781,167.806573,1.097485,1.096688,1.097608,-0.000000,-84.562848,-74.552608,41.000000,1.500000
504.000000,10.000000,0.000000,254.694080,131.471576,169.455997,1.097495,1.095306,1.095833,-0.000000,-85.235579,-75.164300,41.500000,1.500000
504.500000,10.000000,0.000000,257.951885,132.814472,171.398390,1.097074,1.094167,1.095165,0.000000,-85.891707,-75.756776,42.000000,1.500000
505.500000,10.000000,0.000000,264.665284,135.630099,174.985734,1.096746,1.092298,1.093246,-0.000000,-87.183430,-76.937348,43.000000,1.500000
506.000000,10.000000,0.000000,267.733592,137.046907,176.899075,1.096228,1.091980,1.092984,-0.000000,-87.805993,-77.516853,43.500000,1.500000
506.500000,10.000000,0.000000,271.115194,138.399512,178.675463,1.096325,1.091063,1.092161,-0.000000,-88.436496,-78.090421,44.000000,1.500000
507.500000,10.000000,0.000000,277.463245,141.149292,182.358707,1.096039,1.090275,1.091477,-0.000000,-89.656815,-79.220468,45.000000,1.500000
508.000000,10.000000,0.000000,280.593080,142.509570,184.209376,1.095933,1.090028,1.091309,0.000000,-90.254969,-79.776424,45.500000,1.500000
508.500000,10.000000,0.000000,283.709954,143.866100,186.052211,1.095874,1.089868,1.091207,0.000000,-90.845622,-80.327035,46.000000,1.500000
510.000000,10.000000,0.000000,292.946119,147.899203,191.572238,1.095896,1.089906,1.091393,-0.000000,-92.572514,-81.945946,47.500000,1.500000
510.500000,10.000000,0.000000,295.987343,149.258237,193.386507,1.095953,1.090168,1.091567,0.000000,-93.132155,-82.476766,48.000000,1.500000
512.000000,10.000000,0.000000,305.050959,153.220120,198.873293,1.096403,1.091081,1.092571,0.000000,-94.773866,-84.032453,49.500000,1.500000
512.500000,10.000000,0.000000,308.042369,154.545617,200.684711,1.096605,1.091574,1.093010,0.000000,-95.306525,-84.541994,50.000000,1.500000
514.000000,10.000000,0.000000,316.926968,158.545881,206.064316,1.097341,1.093622,1.094617,0.000000,-96.861378,-86.044944,51.500000,1.500000
516.000000,10.000000,0.000000,328.686011,163.683420,213.280556,1.098885,1.096633,1.097555,-0.000000,-98.854223,-87.973606,53.500000,1.500000
500.500000,11.000000,0.000000,238.561005,123.979109,160.206452,1.099138,1.098485,1.098659,0.000000,-81.928951,-72.293339,39.000000,1.500000
501.500000,11.000000,0.000000,246.215427,127.747645,162.675574,1.098861,1.097001,1.092226,0.000000,-83.310756,-73.620426,40.000000,1.500000
502.000000,11.000000,0.000000,248.857872,128.282062,165.766386,1.097556,1.093929,1.094428,0.000000,-83.999681,-74.166415,40.500000,1.500000
502.500000,11.000000,0.000000,251.715438,129.663883,167.936531,1.096317,1.093354,1.094534,-0.000000,-84.653695,-74.768194,41.000000,1.500000
503.500000,11.000000,0.000000,258.600739,132.485219,171.497384,1.095970,1.090900,1.092053,-0.000000,-85.981548,-75.975176,42.000000,1.500000
504.000000,11.000000,0.000000,261.999647,133.909083,173.255270,1.095849,1.089935,1.090949,-0.000000,-86.631583,-76.570859,42.500000,1.500000
504.500000,11.000000,0.000000,265.182726,135.277844,175.161887,1.095481,1.089222,1.090482,-0.000000,-87.267895,-77.154593,43.000000,1.500000
505.500000,11.000000,0.000000,271.603379,138.035865,178.862122,1.095058,1.088055,1.089488,0.000000,-88.519174,-78.308544,44.000000,1.500000
506.000000,11.000000,0.000000,274.786331,139.412783,180.698911,1.094912,1.087640,1.089108,-0.000000,-89.132679,-78.877326,44.500000,1.500000
506.500000,11.000000,0.000000,277.928039,140.772888,182.554529,1.094777,1.087320,1.088885,-0.000000,-89.737976,-79.439344,45.000000,1.500000
507.500000,11.000000,0.000000,284.161450,143.478761,186.250556,1.094631,1.086955,1.088669,0.000000,-90.925576,-80.546804,46.000000,1.500000
508.000000,11.000000,0.000000,287.244277,144.818977,188.102069,1.094603,1.086901,1.088704,0.000000,-91.507937,-81.091857,46.500000,1.500000
508.500000,11.000000,0.000000,290.135253,146.176913,190.027243,1.094311,1.087274,1.089168,-0.000000,-92.074665,-81.631272,47.000000,1.500000
509.500000,11.000000,0.000000,296.409710,148.836655,193.604206,1.094744,1.087298,1.089165,0.000000,-93.210110,-82.697086,48.000000,1.500000
510.000000,11.000000,0.000000,299.447640,150.147918,195.440927,1.094888,1.087507,1.089458,-0.000000,-93.764502,-83.220497,48.500000,1.500000
510.500000,11.000000,0.000000,302.727217,151.465483,197.122199,1.095486,1.087431,1.089224,0.000000,-94.321884,-83.742214,49.000000,1.500000
511.500000,11.000000,0.000000,308.457641,154.122543,200.882021,1.095447,1.088813,1.090638,0.000000,-95.381769,-84.765099,50.000000,1.500000
512.000000,11.000000,0.000000,311.428023,155.426783,202.703975,1.095687,1.089356,1.091186,-0.000000,-95.907517,-85.269101,50.500000,1.500000
512.500000,11.000000,0.000000,313.951197,156.814668,204.685402,1.095193,1.090910,1.092603,-0.000000,-96.404105,-85.770336,51.000000,1.500000
514.000000,11.000000,0.000000,323.203119,160.648510,209.913988,1.096929,1.092276,1.093807,-0.000000,-97.943183,-87.240657,52.500000,1.500000
514.500000,11.000000,0.000000,326.185240,161.952272,211.665491,1.097412,1.093075,1.094430,0.000000,-98.438558,-87.723081,53.000000,1.500000
516.000000,11.000000,0.000000,334.820523,165.854408,217.030617,1.098588,1.096214,1.097104,0.000000,-99.876611,-89.141763,54.500000,1.500000
516.500000,11.000000,0.000000,337.409983,167.201758,218.915040,1.098553,1.097941,1.098585,-0.000000,-100.329773,-89.607153,55.000000,1.500000
498.500000,12.000000,0.000000,232.180533,120.747863,156.653361,1.099178,1.098746,1.099035,0.000000,-80.595400,-71.221309,38.000000,1.500000
499.500000,12.000000,0.000000,238.517193,123.680452,160.717008,1.096782,1.096194,1.097086,0.000000,-81.992869,-72.497869,39.000000,1.500000
500.000000,12.000000,0.000000,243.033014,125.464629,161.660819,1.097761,1.094046,1.092425,-0.000000,-82.717791,-73.168848,39.500000,1.500000
500.500000,12.000000,0.000000,245.748340,126.395269,164.367083,1.096327,1.092046,1.093660,0.000000,-83.400759,-73.749596,40.000000,1.500000
501.500000,12.000000,0.000000,252.426378,129.345470,168.005884,1.095272,1.089965,1.091246,-0.000000,-84.745622,-74.987127,41.000000,1.500000
502.000000,12.000000,0.000000,256.006238,130.775637,169.694232,1.095293,1.088571,1.089633,0.000000,-85.417271,-75.597639,41.500000,1.500000
502.500000,12.000000,0.000000,259.162965,132.150148,171.647100,1.094737,1.087751,1.089143,0.000000,-86.067192,-76.193193,42.000000,1.500000
503.500000,12.000000,0.000000,265.668729,134.926816,175.351929,1.094173,1.086200,1.087779,0.000000,-87.350124,-77.372676,43.000000,1.500000
504.000000,12.000000,0.000000,268.921479,136.316602,177.170717,1.094009,1.085571,1.087150,-0.000000,-87.980111,-77.954583,43.500000,1.500000
504.500000,12.000000,0.000000,272.075685,137.673506,179.054038,1.093772,1.085078,1.086842,0.000000,-88.600222,-78.527708,44.000000,1.500000
505.500000,12.000000,0.000000,278.362189,140.395642,182.765939,1.093472,1.084411,1.086357,0.000000,-89.817022,-79.658936,45.000000,1.500000
506.000000,12.000000,0.000000,281.497725,141.747334,184.606257,1.093416,1.084184,1.086196,0.000000,-90.414616,-80.216202,45.500000,1.500000
506.500000,12.000000,0.000000,284.598407,143.092333,186.453963,1.093370,1.084069,1.086156,0.000000,-91.003962,-80.767605,46.000000,1.500000
507.500000,12.000000,0.000000,290.771653,145.766005,190.127477,1.093427,1.084058,1.086254,-0.000000,-92.161091,-81.854197,47.000000,1.500000
508.000000,12.000000,0.000000,293.796740,147.088444,191.986480,1.093448,1.084210,1.086508,-0.000000,-92.727426,-82.388520,47.500000,1.500000
508.500000,12.000000,0.000000,296.833376,148.432831,193.803103,1.093537,1.084485,1.086723,-0.000000,-93.286334,-82.919839,48.000000,1.500000
509.500000,12.000000,0.000000,302.786336,151.086224,197.488971,1.093692,1.085308,1.087560,0.000000,-94.380700,-83.964555,49.000000,1.500000
510.000000,12.000000,0.000000,305.861353,152.359248,199.302826,1.094036,1.085494,1.087886,0.000000,-94.924536,-84.477059,49.500000,1.500000
510.500000,12.000000,0.000000,308.845129,153.671364,201.118094,1.094261,1.086007,1.088370,-0.000000,-95.456258,-84.986955,50.000000,1.500000
511.500000,12.000000,0.000000,314.837177,156.269211,204.717277,1.094909,1.087089,1.089396,0.000000,-96.502774,-85.991604,51.000000,1.500000
512.000000,12.000000,0.000000,317.722834,157.615949,206.515667,1.095097,1.088037,1.090105,-0.000000,-97.009693,-86.489737,51.500000,1.500000
513.500000,12.000000,0.000000,327.113214,161.111553,211.913256,1.097384,1.088354,1.091630,0.000000,-98.550908,-87.925067,53.000000,1.500000
514.000000,12.000000,0.000000,329.398730,162.776142,213.713212,1.096600,1.091434,1.093216,0.000000,-98.992778,-88.423887,53.500000,1.500000
515.500000,12.000000,0.000000,337.938900,166.810348,218.965509,1.097714,1.095339,1.095952,-0.000000,-100.401057,-89.840486,55.000000,1.500000
516.000000,12.000000,0.000000,340.679176,168.105453,220.797717,1.098002,1.096736,1.097209,0.000000,-100.857015,-90.299910,55.500000,1.500000
496.500000,13.000000,0.000000,225.747089,117.550743,153.015066,1.099475,1.099582,1.099664,0.000000,-79.226110,-70.123003,37.000000,1.500000
497.500000,13.000000,0.000000,232.562611,120.341766,157.041822,1.097507,1.095385,1.096673,0.000000,-80.680034,-71.423168,38.000000,1.500000
498.000000,13.000000,0.000000,237.321248,123.000095,157.094414,1.098308,1.095465,1.089607,0.000000,-81.394038,-72.170023,38.500000,1.500000
498.500000,13.000000,0.000000,239.003820,123.360201,160.949024,1.095287,1.093016,1.094312,-0.000000,-82.077449,-72.709821,39.000000,1.500000
499.500000,13.000000,0.000000,247.218030,126.587187,163.557192,1.096250,1.089079,1.087602,-0.000000,-83.499593,-74.013343,40.000000,1.500000
500.000000,13.000000,0.000000,249.580237,127.601842,166.351058,1.094319,1.088030,1.089543,-0.000000,-84.158148,-74.590553,40.500000,1.500000
500.500000,13.000000,0.000000,253.067274,129.021586,168.116136,1.094126,1.086671,1.088121,-0.000000,-84.833937,-75.205871,41.000000,1.500000
501.500000,13.000000,0.000000,259.686285,131.814420,171.816478,1.093449,1.084663,1.086315,-0.000000,-86.150366,-76.411816,42.000000,1.500000
502.000000,13.000000,0.000000,263.005631,133.218373,173.619823,1.093251,1.083818,1.085434,-0.000000,-86.796950,-77.007286,42.500000,1.500000
502.500000,13.000000,0.000000,266.164671,134.578498,175.531407,1.092888,1.083175,1.085042,-0.000000,-87.431662,-77.592226,43.000000,1.500000
503.500000,13.000000,0.000000,272.533133,137.313277,179.249968,1.092468,1.082133,1.084218,-0.000000,-88.679641,-78.747995,44.000000,1.500000
504.000000,13.000000,0.000000,275.694106,138.677941,181.094671,1.092330,1.081771,1.083915,-0.000000,-89.291654,-79.317617,44.500000,1.500000
504.500000,13.000000,0.000000,278.819903,140.026578,182.954453,1.092210,1.081495,1.083754,-0.000000,-89.895674,-79.880539,45.000000,1.500000
505.500000,13.000000,0.000000,285.022724,142.708842,186.659620,1.092095,1.081214,1.083659,-0.000000,-91.080756,-80.989615,46.000000,1.500000
506.000000,13.000000,0.000000,288.097086,144.038134,188.511527,1.092093,1.081193,1.083738,0.000000,-91.662081,-81.535533,46.500000,1.500000
506.500000,13.000000,0.000000,291.173722,145.372008,190.341013,1.092153,1.081258,1.083832,0.000000,-92.236254,-82.076930,47.000000,1.500000
507.500000,13.000000,0.000000,297.232711,148.021171,194.020653,1.092299,1.081686,1.084344,0.000000,-93.360982,-83.142877,48.000000,1.500000
508.000000,13.000000,0.000000,300.252795,149.317543,195.867594,1.092452,1.081927,1.084708,0.000000,-93.914107,-83.666547,48.500000,1.500000
508.500000,13.000000,0.000000,303.197758,150.660152,197.699903,1.092512,1.082497,1.085184,-0.000000,-94.455297,-84.188185,49.000000,1.500000
509.500000,13.000000,0.000000,309.238801,153.251935,201.320414,1.093079,1.083294,1.086029,-0.000000,-95.528507,-85.212324,50.000000,1.500000
510.000000,13.000000,0.000000,312.198760,154.540979,203.149690,1.093338,1.083854,1.086631,-0.000000,-96.053291,-85.716454,50.500000,1.500000
510.500000,13.000000,0.000000,315.226641,155.827957,204.929447,1.093758,1.084362,1.087107,0.000000,-96.574594,-86.216655,51.000000,1.500000
512.000000,13.000000,0.000000,323.949753,159.715653,210.369090,1.094671,1.086853,1.089411,-0.000000,-98.085097,-87.689304,52.500000,1.500000
512.500000,13.000000,0.000000,326.796081,161.091062,212.121456,1.094924,1.088134,1.090222,-0.000000,-98.569974,-88.176841,53.000000,1.500000
514.000000,13.000000,0.000000,335.533365,164.881232,217.497814,1.096395,1.090899,1.092875,-0.000000,-100.013887,-89.591451,54.500000,1.500000
514.500000,13.000000,0.000000,338.394007,166.188073,219.258439,1.096855,1.092128,1.093837,0.000000,-100.479378,-90.057428,55.000000,1.500000
516.000000,13.000000,0.000000,346.593837,170.406850,224.429878,1.097685,1.097580,1.097195,-0.000000,-101.811748,-91.448962,56.500000,1.500000
495.500000,14.000000,0.000000,227.412062,117.198884,152.649883,1.099774,1.094356,1.094160,-0.000000,-79.355440,-70.346460,37.000000,1.500000
496.000000,14.000000,0.000000,230.808594,119.590613,153.762334,1.098315,1.095445,1.090695,-0.000000,-80.047038,-71.067821,37.500000,1.500000
496.500000,14.000000,0.000000,233.445170,120.277791,156.832729,1.096493,1.092357,1.092453,0.000000,-80.769129,-71.656987,38.000000,1.500000
497.500000,14.000000,0.000000,239.793120,123.048586,161.000245,1.094282,1.089401,1.090805,-0.000000,-82.172180,-72.927975,39.000000,1.500000
498.000000,14.000000,0.000000,243.484430,124.335675,162.840297,1.094210,1.086993,1.089028,-0.000000,-82.884633,-73.555344,39.500000,1.500000
498.500000,14.000000,0.000000,247.251036,125.960052,164.301899,1.094216,1.085678,1.086468,0.000000,-83.577742,-74.201428,40.000000,1.500000
499.500000,14.000000,0.000000,253.613955,128.698379,168.275765,1.092835,1.083526,1.085205,-0.000000,-84.917592,-75.424561,41.000000,1.500000
500.000000,14.000000,0.000000,256.801712,130.097646,170.194949,1.092276,1.082699,1.084561,-0.000000,-85.574479,-76.030041,41.500000,1.500000
500.500000,14.000000,0.000000,260.182613,131.479517,171.997666,1.092126,1.081621,1.083541,-0.000000,-86.231492,-76.631310,42.000000,1.500000
501.500000,14.000000,0.000000,266.624754,134.231483,175.727410,1.091551,1.080211,1.082377,-0.000000,-87.510795,-77.812582,43.000000,1.500000
502.000000,14.000000,0.000000,269.835829,135.608608,177.564930,1.091364,1.079665,1.081871,0.000000,-88.138543,-78.395177,43.500000,1.500000
502.500000,14.000000,0.000000,272.974819,136.955386,179.450323,1.091145,1.079222,1.081620,0.000000,-88.757383,-78.969416,44.000000,1.500000
503.500000,14.000000,0.000000,279.232351,139.654205,183.169196,1.090882,1.078640,1.081253,0.000000,-89.971749,-80.102521,45.000000,1.500000
504.000000,14.000000,0.000000,282.345717,140.994481,185.017502,1.090830,1.078467,1.081168,0.000000,-90.567781,-80.660574,45.500000,1.500000
504.500000,14.000000,0.000000,285.432618,142.327924,186.868945,1.090802,1.078392,1.081185,-0.000000,-91.155901,-81.212794,46.000000,1.500000
505.500000,14.000000,0.000000,291.553101,144.981759,190.561930,1.090847,1.078507,1.081448,0.000000,-92.309388,-82.300825,47.000000,1.500000
506.000000,14.000000,0.000000,294.596397,146.288476,192.411343,1.090939,1.078634,1.081694,-0.000000,-92.875950,-82.835841,47.500000,1.500000
506.500000,14.000000,0.000000,297.625846,147.617931,194.232159,1.091054,1.078926,1.081957,0.000000,-93.434012,-83.367601,48.000000,1.500000
507.500000,14.000000,0.000000,303.677000,150.223861,197.880008,1.091457,1.079550,1.082668,-0.000000,-94.532092,-84.412899,49.000000,1.500000
508.000000,14.000000,0.000000,306.625495,151.509743,199.740456,1.091615,1.080021,1.083261,0.000000,-95.068922,-84.926464,49.500000,1.500000
508.500000,14.000000,0.000000,309.602241,152.808724,201.559155,1.091863,1.080553,1.083790,-0.000000,-95.599705,-85.436725,50.000000,1.500000
509.500000,14.000000,0.000000,315.426395,155.457966,205.182440,1.092265,1.082154,1.085115,0.000000,-96.634267,-86.446170,51.000000,1.500000
510.000000,14.000000,0.000000,318.464847,156.707474,206.970792,1.092779,1.082607,1.085654,0.000000,-97.150856,-86.939924,51.500000,1.500000
511.500000,14.000000,0.000000,327.272701,160.514549,212.381250,1.094038,1.084941,1.087971,-0.000000,-98.648466,-88.396253,53.000000,1.500000
512.000000,14.000000,0.000000,330.115457,161.822614,214.178516,1.094367,1.086086,1.088922,0.000000,-99.129909,-88.875111,53.500000,1.500000
513.500000,14.000000,0.000000,338.705915,165.767426,219.451595,1.095678,1.089769,1.091712,0.000000,-100.540812,-90.288750,55.000000,1.500000
514.000000,14.000000,0.000000,341.516598,167.049601,221.246578,1.096113,1.091062,1.092844,0.000000,-100.999156,-90.748827,55.500000,1.500000
516.000000,14.000000,0.000000,353.267022,171.968052,228.230149,1.099134,1.095216,1.096738,0.000000,-102.809281,-92.539002,57.500000,1.500000
493.500000,15.000000,0.000000,219.896039,114.037223,149.516639,1.098674,1.097317,1.097477,0.000000,-77.912120,-69.203690,36.000000,1.500000
494.000000,15.000000,0.000000,224.045790,115.987508,150.663546,1.098376,1.095584,1.092978,-0.000000,-78.665318,-69.920502,36.500000,1.500000
494.500000,15.000000,0.000000,226.064293,117.026127,153.813597,1.095217,1.094342,1.095414,0.000000,-79.367281,-70.536680,37.000000,1.500000
495.500000,15.000000,0.000000,233.724392,119.892015,157.255045,1.094664,1.089225,1.090279,-0.000000,-80.847557,-71.860967,38.000000,1.500000
496.000000,15.000000,0.000000,236.813730,121.121829,159.533824,1.093462,1.087345,1.089936,-0.000000,-81.555991,-72.488623,38.500000,1.500000
496.500000,15.000000,0.000000,240.573665,122.744411,161.045614,1.093273,1.085829,1.087292,0.000000,-82.264989,-73.147620,39.000000,1.500000
497.500000,15.000000,0.000000,247.660408,125.599756,164.588094,1.092682,1.082563,1.083933,-0.000000,-83.657850,-74.414381,40.000000,1.500000
498.000000,15.000000,0.000000,250.947678,127.002157,166.488296,1.092127,1.081411,1.082971,-0.000000,-84.333788,-75.033765,40.500000,1.500000
498.500000,15.000000,0.000000,254.131149,128.375989,168.448542,1.091505,1.080433,1.082348,0.000000,-84.999099,-75.644083,41.000000,1.500000
499.500000,15.000000,0.000000,260.656792,131.146313,172.187283,1.090773,1.078622,1.080807,-0.000000,-86.310729,-76.851810,42.000000,1.500000
500.000000,15.000000,0.000000,263.918446,132.536255,174.019007,1.090528,1.077883,1.080088,-0.000000,-86.954537,-77.447784,42.500000,1.500000
500.500000,15.000000,0.000000,267.074547,133.887460,175.924130,1.090204,1.077275,1.079724,0.000000,-87.588433,-78.034194,43.000000,1.500000
501.500000,15.000000,0.000000,273.400622,136.600269,179.654875,1.089801,1.076346,1.079046,-0.000000,-88.833423,-79.192010,44.000000,1.500000
502.000000,15.000000,0.000000,276.541867,137.953115,181.506073,1.089673,1.076035,1.078814,0.000000,-89.444004,-79.762535,44.500000,1.500000
502.500000,15.000000,0.000000,279.653012,139.290792,183.369053,1.089571,1.075804,1.078711,0.000000,-90.046754,-80.326418,45.000000,1.500000
503.500000,15.000000,0.000000,285.828447,141.950273,187.081200,1.089491,1.075603,1.078730,0.000000,-91.229373,-81.437205,46.000000,1.500000
504.000000,15.000000,0.000000,288.893704,143.268844,188.933834,1.089513,1.075617,1.078854,-0.000000,-91.809599,-81.983996,46.500000,1.500000
504.500000,15.000000,0.000000,291.945648,144.591340,190.773666,1.089570,1.075737,1.079029,-0.000000,-92.382073,-82.525997,47.000000,1.500000
505.500000,15.000000,0.000000,297.999903,147.214540,194.452650,1.089785,1.076195,1.079608,-0.000000,-93.505314,-83.593241,48.000000,1.500000
506.000000,15.000000,0.000000,301.008092,148.499829,196.303237,1.089954,1.076470,1.080024,0.000000,-94.057222,-84.117503,48.500000,1.500000
506.500000,15.000000,0.000000,303.997361,149.819711,198.118538,1.090129,1.076951,1.080447,0.000000,-94.600005,-84.639441,49.000000,1.500000
507.500000,15.000000,0.000000,309.972614,152.394726,201.766150,1.090653,1.077896,1.081480,-0.000000,-95.668773,-85.664496,50.000000,1.500000
508.000000,15.000000,0.000000,312.925211,153.670979,203.599037,1.090934,1.078476,1.082127,0.000000,-96.192591,-86.168946,50.500000,1.500000
508.500000,15.000000,0.000000,315.894558,154.975267,205.384259,1.091278,1.079178,1.082710,-0.000000,-96.709329,-86.671167,51.000000,1.500000
510.000000,15.000000,0.000000,324.656291,158.793969,210.830160,1.092367,1.081532,1.085063,0.000000,-98.220884,-88.142718,52.500000,1.500000
510.500000,15.000000,0.000000,327.511717,160.151611,212.582753,1.092669,1.082789,1.085891,0.000000,-98.705726,-88.630196,53.000000,1.500000
512.000000,15.000000,0.000000,336.223292,163.905264,217.974334,1.094189,1.085612,1.088681,-0.000000,-100.146418,-90.044960,54.500000,1.500000
512.500000,15.000000,0.000000,339.084702,165.194579,219.740091,1.094683,1.086830,1.089676,0.000000,-100.611501,-90.510628,55.000000,1.500000
514.000000,15.000000,0.000000,347.530096,169.179442,224.952378,1.096093,1.091311,1.092885,0.000000,-101.961801,-91.890384,56.500000,1.500000
516.000000,15.000000,0.000000,359.272068,173.945978,231.980051,1.099464,1.095396,1.097158,-0.000000,-103.733742,-93.639845,58.500000,1.500000
491.500000,16.000000,0.000000,213.360713,110.790252,145.811110,1.099587,1.098948,1.098875,-0.000000,-76.473510,-68.040478,35.000000,1.500000
492.000000,16.000000,0.000000,217.028593,112.275089,147.716286,1.098489,1.096193,1.096329,-0.000000,-77.244163,-68.732667,35.500000,1.500000
492.500000,16.000000,0.000000,219.465881,113.827066,150.217105,1.095553,1.095704,1.096642,0.000000,-77.959239,-69.402770,36.000000,1.500000
493.500000,16.000000,0.000000,226.615440,116.735966,154.014553,1.093732,1.091030,1.092406,-0.000000,-79.452397,-70.749649,37.000000,1.500000
494.000000,16.000000,0.000000,229.029569,118.521732,156.214826,1.091007,1.091762,1.092470,0.000000,-80.130515,-71.417552,37.500000,1.500000
494.500000,16.000000,0.000000,234.360241,119.594247,157.392708,1.093378,1.085831,1.087082,0.000000,-80.934624,-72.077466,38.000000,1.500000
495.500000,16.000000,0.000000,241.213176,122.442807,161.164729,1.092046,1.082487,1.084096,-0.000000,-82.351316,-73.366540,39.000000,1.500000
496.000000,16.000000,0.000000,244.810952,123.884441,162.895740,1.091809,1.080792,1.082237,0.000000,-83.052561,-74.005874,39.500000,1.500000
496.500000,16.000000,0.000000,248.145556,125.286233,164.786097,1.091259,1.079486,1.081123,0.000000,-83.737833,-74.632839,40.000000,1.500000
497.500000,16.000000,0.000000,254.618093,128.055381,168.634195,1.090133,1.077395,1.079550,-0.000000,-85.078412,-75.864505,41.000000,1.500000
498.000000,16.000000,0.000000,257.877005,129.455723,170.494835,1.089733,1.076526,1.078742,0.000000,-85.736790,-76.473364,41.500000,1.500000
498.500000,16.000000,0.000000,261.110615,130.815440,172.383865,1.089393,1.075664,1.078109,-0.000000,-86.388122,-77.073393,42.000000,1.500000
